datathrough,confonly,teamname,season,efg_pct,rankefg_pct,to_pct,rankto_pct,or_pct,rankor_pct,ft_rate,rankft_rate,defg_pct,rankdefg_pct,dto_pct,rankdto_pct,dor_pct,rankdor_pct,dft_rate,rankdft_rate,oe,rankoe,de,rankde,tempo,ranktempo,adjoe,rankadjoe,adjde,rankadjde,adjtempo,rankadjtempo,source_name,endpoint,processed_at_utc,processed_at_local
"Sunday, February 1",true,Florida Gulf Coast,2026,53.24,8,17.279,10,28.788,7,31.524,9,51.839,2,15.211,7,28.0,5,36.778,8,109.286,9,110.024,5,67.7125,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Florida St.,2026,50.093,11,16.198,8,29.878,11,34.259,10,54.911,16,14.927,13,32.372,14,28.036,4,106.713,11,116.4,17,69.9694,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Fordham,2026,46.429,14,18.245,12,38.279,1,21.978,14,51.195,5,14.458,13,27.0,3,32.271,6,102.414,13,108.955,9,64.5528,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Fresno St.,2026,47.133,10,19.95,10,27.35,11,33.513,9,48.978,5,18.639,4,28.691,5,26.405,1,98.147,11,100.477,4,68.6725,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Furman,2026,54.811,4,17.14,9,32.84,3,30.412,7,47.541,1,14.606,6,30.526,5,27.541,1,113.572,6,104.332,2,65.5242,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Gardner Webb,2026,46.333,9,20.455,8,23.793,9,30.222,7,54.767,9,13.995,7,38.328,9,40.162,6,92.0468,9,123.267,9,69.6656,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,George Mason,2026,53.922,3,14.47,4,27.027,12,45.969,1,49.01,2,14.818,12,28.438,5,31.683,4,112.794,4,104.6,3,63.7347,13,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,George Washington,2026,54.83,2,17.084,9,33.851,3,26.118,12,52.015,8,17.729,4,31.348,9,34.165,8,115.722,3,107.18,7,68.9389,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Georgetown,2026,49.594,9,16.818,8,33.978,4,35.877,5,49.313,3,14.594,9,34.264,8,30.534,4,108.272,7,110.495,6,64.7571,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Georgia,2026,49.747,12,13.93,6,32.213,7,34.739,10,51.707,10,16.776,3,41.926,16,29.919,1,111.44,10,115.634,12,71.3702,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Georgia Southern,2026,47.797,13,13.571,2,30.7,7,44.934,2,52.055,11,18.095,4,34.343,14,41.096,11,110.455,4,111.711,13,70.0275,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Georgia St.,2026,48.962,10,15.533,7,29.199,8,37.38,6,48.607,5,16.749,9,32.836,12,33.746,6,108.597,6,105.896,6,67.3045,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Georgia Tech,2026,49.611,12,18.809,18,28.146,12,36.77,5,48.793,3,12.902,17,31.844,13,35.517,8,100.107,17,110.833,10,71.4792,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Gonzaga,2026,55.363,3,14.632,1,34.943,3,30.915,9,45.508,1,20.119,3,24.806,4,27.288,3,116.491,3,91.5886,1,70.2367,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Grambling St.,2026,49.844,7,22.687,11,34.359,1,48.75,3,50.298,6,21.751,3,31.22,9,41.369,5,100.804,10,103.143,4,71.2604,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Grand Canyon,2026,51.091,8,18.019,8,27.778,9,39.455,5,43.563,1,16.42,9,29.459,7,43.915,12,105.351,8,98.5215,3,68.0149,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Green Bay,2026,57.436,1,17.213,8,26.346,10,43.096,4,54.274,9,13.559,10,29.673,3,35.55,5,116.367,3,117.429,9,65.2442,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Hampton,2026,44.728,13,16.614,10,31.793,4,28.822,10,50.39,7,17.554,4,29.003,4,45.614,13,98.272,13,104.855,5,63.8025,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Harvard,2026,55.094,3,14.821,4,28.436,7,32.708,5,50.787,3,16.189,4,32.456,7,34.908,7,116.973,3,110.133,4,61.5774,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Hawaii,2026,53.84,2,19.171,10,30.848,6,35.637,9,45.102,2,17.167,6,29.274,7,32.602,3,109.265,2,96.8596,2,71.6936,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,High Point,2026,54.545,2,11.451,1,29.524,5,45.455,3,51.711,3,21.02,1,29.874,5,29.848,1,120.318,1,102.122,1,69.8298,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Hofstra,2026,51.085,7,15.852,7,36.785,1,30.551,9,47.351,3,11.889,13,32.474,10,35.265,8,114.93,2,110.662,8,64.8128,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Holy Cross,2026,50.745,7,15.888,3,21.474,9,32.588,6,51.363,4,14.208,9,30.233,8,27.257,3,103.733,10,109.997,6,65.4563,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Houston,2026,52.309,7,10.988,1,35.789,4,28.112,11,49.265,4,22.747,1,32.812,11,39.216,16,122.217,1,99.2771,2,64.8438,15,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Houston Christian,2026,51.176,6,20.744,12,34.615,5,40.735,4,55.743,12,16.832,7,33.575,9,28.919,2,106.447,6,115.693,12,64.2932,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Howard,2026,47.406,7,21.782,6,42.714,1,44.669,7,45.26,2,23.188,1,28.972,2,39.45,2,104.462,3,91.814,1,71.1583,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Idaho,2026,53.053,4,14.411,2,27.188,7,39.504,3,50.771,3,16.945,3,29.114,6,41.618,8,111.804,4,109.27,4,70.1625,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Idaho St.,2026,52.761,6,15.279,5,30.42,6,38.462,4,54.28,7,14.304,9,27.018,3,40.467,7,110.531,6,116.545,9,67.4458,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Illinois,2026,54.524,7,13.283,5,38.043,1,36.037,5,50.367,6,10.457,18,25.765,3,17.155,1,124.779,1,109.376,8,64.3318,14,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Illinois Chicago,2026,49.138,9,16.972,6,36.277,1,34.195,7,48.843,4,20.392,1,31.017,10,33.796,4,108.291,5,100.945,4,65.1528,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Illinois St.,2026,53.249,3,17.237,7,29.65,5,31.379,9,48.302,2,17.905,3,21.39,1,39.219,10,108.366,4,97.6767,1,67.3348,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Incarnate Word,2026,48.667,10,18.373,5,33.766,7,33.867,8,53.103,10,17.569,6,33.496,8,42.172,11,104.497,8,111.387,9,66.9875,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Indiana,2026,56.47,4,13.913,8,26.074,15,32.907,10,52.174,10,15.399,8,30.508,7,39.936,17,117.381,4,113.194,9,65.6914,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Indiana St.,2026,53.879,2,18.907,10,24.819,9,34.052,8,53.042,10,12.992,11,28.571,6,31.085,3,104.744,8,112.632,11,68.3311,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Iona,2026,49.051,7,18.276,12,26.977,10,26.423,12,46.879,5,16.774,7,33.259,11,26.491,3,99.3929,12,102.272,4,66.5708,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Iowa,2026,54.696,5,17.229,14,28.571,12,28.545,16,50.982,7,19.891,1,32.997,14,40.668,18,112.142,10,106.034,4,63.8475,16,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Iowa St.,2026,56.654,2,16.591,12,37.543,2,37.072,4,48.359,2,18.891,2,29.56,6,27.992,3,119.754,5,100.041,3,67.6389,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,IU Indy,2026,50.708,11,15.159,4,30.453,8,21.58,11,58.196,11,19.382,1,36.203,10,45.868,11,107.736,11,119.43,10,70.3694,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Jackson St.,2026,48.608,8,17.02,2,27.946,10,42.184,7,49.202,4,16.673,11,35.913,12,39.92,4,106.116,7,110.457,10,71.9734,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Jacksonville,2026,50.654,12,17.439,11,30.744,4,33.458,6,52.326,4,15.711,4,24.585,1,38.76,10,105.418,12,107.303,2,62.8871,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Jacksonville St.,2026,52.456,4,19.413,12,30.392,8,48.33,1,50.0,4,16.531,7,31.672,6,32.513,3,108.135,6,106.77,6,65.9362,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,James Madison,2026,52.597,2,18.748,13,31.07,6,38.636,4,46.884,2,10.579,14,29.561,7,43.009,13,108.74,5,110.213,12,67.0894,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Kansas,2026,56.356,3,12.969,2,28.295,12,37.712,3,48.938,3,12.969,15,31.722,8,28.378,5,120.5,3,108.972,5,68.2012,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Kansas City,2026,48.172,8,17.184,9,29.882,4,27.422,8,56.903,8,14.797,5,35.082,9,30.088,3,100.08,8,121.718,9,69.8333,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Kansas St.,2026,48.294,15,16.177,10,26.912,14,19.283,16,53.73,12,15.869,8,37.377,15,36.057,13,99.6842,15,116.324,14,72.1167,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Kennesaw St.,2026,48.273,9,16.353,4,36.768,1,43.393,3,47.72,1,15.323,10,31.719,8,42.857,9,109.578,5,106.359,5,70.6011,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Kent St.,2026,49.265,11,19.461,12,39.05,1,42.81,2,49.195,2,14.527,12,29.008,4,39.291,9,109.912,6,107.582,4,70.4878,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Kentucky,2026,50.874,8,15.362,10,33.333,6,45.049,4,51.333,9,15.199,7,32.692,9,37.524,9,112.112,8,111.458,4,67.9875,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,La Salle,2026,46.843,13,15.868,5,29.653,7,40.122,4,54.42,11,16.386,7,32.414,11,27.701,3,102.626,12,113.147,11,64.4194,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Lafayette,2026,49.225,10,13.604,1,26.287,7,32.874,5,53.376,5,17.043,4,25.46,5,35.766,8,104.049,9,108.235,4,66.0919,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Lamar,2026,49.798,9,18.71,7,37.225,3,29.704,10,50.073,6,16.803,8,29.224,2,45.161,12,108.087,5,106.538,5,64.549,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Le Moyne,2026,51.121,5,18.153,8,25.223,9,41.682,1,45.656,1,16.235,6,29.551,6,32.709,4,103.607,8,99.0315,3,67.7562,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Lehigh,2026,53.521,4,16.719,9,19.688,10,31.866,7,49.917,3,16.577,5,30.919,10,32.285,5,106.546,8,105.979,3,66.5309,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Liberty,2026,61.017,1,12.571,1,19.424,12,34.463,7,50.419,6,18.397,3,33.799,12,22.483,1,120.652,1,105.935,3,64.3758,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Lindenwood,2026,51.88,3,19.57,9,33.412,4,38.997,5,48.067,5,18.891,4,32.584,6,32.0,2,106.335,6,100.566,5,73.6667,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Lipscomb,2026,56.446,5,13.647,3,26.524,11,28.76,11,52.083,3,16.807,3,29.132,6,29.333,3,117.508,6,108.745,3,68.7172,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Little Rock,2026,51.082,4,16.616,2,32.011,6,31.994,11,50.549,7,21.135,1,36.911,11,32.759,3,108.6,3,105.676,7,68.3909,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,LIU,2026,51.901,3,18.086,7,37.662,1,31.559,6,47.764,4,18.421,3,26.367,3,33.13,5,110.025,2,96.9626,2,66.3486,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Long Beach St.,2026,51.087,7,17.473,5,27.034,10,33.23,10,50.487,5,16.446,9,26.902,4,45.455,10,105.354,7,107.539,8,70.0121,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Longwood,2026,52.987,5,20.635,9,35.452,2,29.287,9,52.004,5,19.822,2,29.808,4,38.277,4,107.399,6,105.287,3,67.3745,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Louisiana,2026,51.309,5,15.409,6,25.627,10,24.386,14,51.537,10,18.578,2,31.325,10,43.4,14,105.417,10,107.865,8,63.1261,14,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Louisiana Monroe,2026,46.761,14,18.585,12,23.284,14,36.019,7,56.205,14,16.815,8,33.247,13,24.822,2,96.0839,14,115.174,14,70.3159,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Louisiana Tech,2026,46.223,11,16.579,5,33.333,5,37.41,5,51.113,8,15.947,8,31.672,6,37.848,7,102.629,10,110.05,9,62.5996,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Louisville,2026,53.533,8,16.578,14,32.308,5,27.899,17,51.046,8,15.934,9,27.795,6,34.601,7,114.116,5,106.551,6,69.0333,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Loyola Chicago,2026,47.942,12,21.973,14,34.078,2,24.528,13,53.294,9,12.24,14,28.743,6,35.304,10,96.151,14,117.387,12,67.81,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Loyola Marymount,2026,48.502,8,18.28,9,22.977,11,31.23,8,52.041,7,14.804,9,33.586,8,31.778,5,97.966,10,114.058,10,69.1623,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Loyola MD,2026,50.0,9,16.592,7,29.917,4,31.145,8,54.738,9,15.137,8,24.691,3,25.381,2,106.832,7,110.179,7,67.8975,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,LSU,2026,50.678,10,16.432,13,31.023,11,36.822,8,52.914,12,14.48,10,34.713,13,41.165,12,108.194,14,116.003,13,67.3696,15,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Maine,2026,48.171,8,14.241,4,17.625,9,38.049,2,48.526,3,18.142,1,32.432,9,30.612,3,98.515,8,103.392,3,64.0766,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Manhattan,2026,46.927,11,15.044,2,28.45,9,30.218,7,52.833,10,16.616,8,36.481,12,25.493,2,104.523,8,113.056,10,67.8321,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Marist,2026,49.459,6,17.094,8,26.037,12,27.334,10,43.724,1,20.17,2,27.859,2,38.928,12,101.991,9,92.9888,1,66.8709,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Marquette,2026,50.616,7,15.53,5,29.176,9,30.548,8,52.452,7,17.56,4,36.765,11,31.063,5,104.526,9,113.366,7,69.0051,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Marshall,2026,53.387,1,15.988,9,34.435,3,28.871,13,47.175,3,18.004,5,32.808,11,40.925,10,113.356,2,104.57,4,69.4275,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Maryland,2026,46.794,17,17.232,15,31.233,9,33.449,9,59.419,17,12.886,15,29.87,6,38.204,15,100.393,17,124.817,17,66.7375,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Maryland Eastern Shore,2026,48.589,5,19.298,3,27.333,8,47.984,6,46.6,3,22.974,2,30.0,3,41.6,3,102.921,5,94.3447,2,65.2925,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Massachusetts,2026,51.947,6,17.248,9,29.847,6,40.966,3,54.098,9,16.354,10,25.138,1,46.066,13,109.109,8,110.004,9,70.2758,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,McNeese,2026,53.976,2,15.354,2,39.183,1,37.871,6,49.474,5,24.094,1,32.5,5,39.549,8,120.586,1,99.9173,2,65.1308,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Memphis,2026,49.905,7,20.248,13,33.438,8,33.397,12,47.002,1,21.513,2,33.837,9,36.944,7,103.454,10,99.4997,1,70.2403,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Mercer,2026,56.922,1,15.543,7,39.706,1,39.414,3,52.576,4,16.968,2,32.8,9,28.019,2,126.479,1,111.792,3,70.13,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Mercyhurst,2026,50.893,6,14.011,1,26.087,7,22.679,10,47.757,3,18.15,4,30.792,7,34.579,6,106.83,5,100.462,4,62.0346,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Merrimack,2026,52.435,3,15.298,4,25.683,13,43.019,1,45.142,3,20.266,1,40.288,13,34.23,11,111.006,3,100.807,3,63.7354,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Miami FL,2026,54.192,7,16.448,11,33.452,4,43.313,1,54.663,14,16.774,6,22.648,1,31.349,5,113.995,6,107.807,8,68.2292,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Miami OH,2026,60.499,1,15.332,2,26.948,11,45.439,1,52.016,7,17.638,7,28.261,3,31.129,2,123.739,1,107.322,3,71.8585,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Michigan,2026,56.988,3,16.889,13,34.731,3,42.391,1,47.664,2,17.777,3,31.159,9,27.153,2,119.49,3,100.57,2,71.592,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Michigan St.,2026,54.69,6,20.31,18,37.994,2,39.363,3,45.731,1,15.919,7,20.997,1,27.915,4,115.001,8,93.8674,1,65.5207,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Middle Tennessee,2026,51.356,5,17.23,8,28.736,9,34.539,6,48.501,2,15.567,9,27.606,1,34.744,5,104.889,8,104.285,1,63.8468,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Milwaukee,2026,50.936,10,14.905,3,33.682,5,29.838,10,53.657,8,15.689,7,28.704,2,36.436,7,109.824,10,113.41,6,68.6413,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Minnesota,2026,52.111,10,15.831,12,23.81,17,34.291,7,52.969,12,14.997,10,31.319,10,29.219,6,106.093,14,114.008,11,64.0941,15,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Mississippi,2026,47.908,14,11.834,2,28.904,14,29.88,16,50.538,7,14.565,9,35.932,15,49.032,16,108.325,13,115.061,11,67.6026,14,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Mississippi St.,2026,47.456,16,16.501,14,33.613,5,33.509,14,50.175,6,10.949,15,28.235,2,37.173,6,103.786,15,113.193,9,71.0332,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Mississippi Valley St.,2026,44.919,12,21.117,10,24.632,12,34.873,11,55.193,12,20.756,4,30.544,7,49.517,10,88.4397,12,110.64,12,69.2562,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
