datathrough,confonly,teamname,season,efg_pct,rankefg_pct,to_pct,rankto_pct,or_pct,rankor_pct,ft_rate,rankft_rate,defg_pct,rankdefg_pct,dto_pct,rankdto_pct,dor_pct,rankdor_pct,dft_rate,rankdft_rate,oe,rankoe,de,rankde,tempo,ranktempo,adjoe,rankadjoe,adjde,rankadjde,adjtempo,rankadjtempo,source_name,endpoint,processed_at_utc,processed_at_local
"Sunday, February 1",true,Missouri,2026,51.575,7,17.155,15,31.629,9,46.063,3,50.0,4,14.269,11,32.326,7,38.776,10,109.025,11,112.231,7,68.3698,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Missouri St.,2026,53.038,3,18.146,11,35.2,2,46.141,2,51.25,10,18.818,2,32.011,9,40.5,8,112.642,3,107.131,7,66.2475,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Monmouth,2026,48.616,11,16.938,11,30.226,8,32.526,7,46.967,2,20.767,1,34.688,13,33.795,7,102.362,11,101.037,2,66.2774,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Montana,2026,58.111,1,19.099,10,21.771,10,35.687,7,48.953,2,15.867,7,27.451,4,34.729,4,112.829,3,102.986,2,68.0675,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Montana St.,2026,54.325,2,15.653,6,30.864,4,31.142,9,52.17,5,15.653,8,29.503,7,22.538,1,114.935,1,108.823,3,67.0813,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Morehead St.,2026,50.073,6,17.295,5,37.94,2,39.794,4,50.803,8,15.666,10,32.36,5,37.518,7,110.665,2,109.162,9,65.1843,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Morgan St.,2026,47.88,6,17.715,2,28.295,7,49.127,5,48.025,4,17.715,8,36.398,7,54.321,6,103.339,4,105.504,5,72.5768,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Mount St. Mary's,2026,48.517,8,21.492,13,33.41,6,36.017,3,45.778,4,16.435,9,31.301,7,34.169,10,99.4167,11,102.52,6,66.9288,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Murray St.,2026,52.18,4,14.87,2,31.724,2,38.42,3,52.291,7,15.567,8,30.93,9,34.232,6,115.009,2,111.408,10,71.7333,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,N.C. State,2026,55.093,4,12.915,2,27.508,13,35.185,9,50.882,7,19.612,3,30.818,10,38.431,14,118.308,3,102.842,3,68.8017,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Navy,2026,56.822,1,17.532,10,32.119,2,36.636,1,46.516,1,17.532,3,25.275,4,21.777,1,114.727,2,96.7339,1,63.4827,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Nebraska,2026,57.562,2,12.482,3,23.055,18,18.981,18,49.836,5,19.0,2,27.642,4,28.618,5,117.331,5,101.382,3,65.5489,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Nebraska Omaha,2026,53.027,7,15.881,6,25.614,8,36.133,4,50.0,1,14.918,4,24.688,1,35.192,6,108.919,7,105.39,2,69.2667,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Nevada,2026,52.31,5,14.401,2,30.579,5,43.564,2,49.916,6,17.032,7,28.726,6,36.957,6,116.313,2,104.682,6,64.9237,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,New Hampshire,2026,50.84,3,16.043,5,28.082,5,32.983,6,50.664,8,15.863,4,25.391,3,35.841,7,107.073,4,106.352,7,66.4761,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,New Haven,2026,53.175,1,18.44,9,24.242,10,34.467,4,51.02,5,15.909,7,27.083,5,23.673,1,103.769,7,105.758,5,61.4611,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,New Mexico,2026,54.741,2,14.105,1,28.792,7,32.296,11,47.054,3,19.411,3,26.343,2,31.847,2,116.205,3,95.6294,2,70.2523,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,New Mexico St.,2026,50.38,7,14.837,2,31.738,7,31.459,12,51.223,9,13.476,11,30.263,4,45.677,11,111.071,4,113.522,12,66.7875,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,New Orleans,2026,52.793,3,20.504,11,38.609,2,46.229,2,48.705,3,14.342,12,35.977,11,35.512,4,112.828,3,112.155,10,68.6548,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Niagara,2026,49.615,5,18.111,11,26.142,11,19.877,13,52.061,9,15.003,11,32.713,9,30.687,8,98.9356,13,113.938,12,61.6562,13,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Nicholls,2026,51.558,5,17.329,3,28.384,9,37.127,7,52.525,9,22.696,2,37.25,12,38.008,6,106.1,7,106.883,6,68.8029,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,NJIT,2026,49.682,5,12.452,2,31.206,4,37.076,3,49.296,4,16.726,2,25.66,4,46.479,9,112.435,1,105.187,5,67.2609,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Norfolk St.,2026,50.936,4,19.61,4,32.895,3,56.952,1,51.425,5,21.611,3,35.808,6,48.705,5,106.656,2,106.456,6,71.3911,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Alabama,2026,51.029,11,16.295,9,28.716,8,41.975,1,56.692,9,15.455,5,33.333,10,29.254,2,107.007,11,121.454,10,66.1431,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Carolina,2026,56.364,1,12.088,1,31.655,8,37.576,4,55.765,17,13.865,14,28.622,8,25.845,3,121.589,2,115.545,15,70.3187,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Carolina A&T,2026,50.351,9,17.519,12,32.143,3,39.649,4,53.266,10,12.452,12,26.87,3,37.018,10,108.012,9,115.252,11,68.2396,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Carolina Central,2026,54.884,1,16.674,1,32.558,5,50.698,2,52.532,6,18.156,6,37.762,8,33.755,1,116.715,1,113.01,7,67.4719,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Dakota,2026,54.43,4,12.85,1,34.161,2,37.613,3,58.974,9,20.078,1,28.839,4,48.291,9,120.628,3,115.006,5,68.314,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Dakota St.,2026,57.699,2,15.214,3,35.495,1,25.362,9,53.465,4,19.348,2,27.083,2,24.554,1,122.209,1,105.176,1,64.6088,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Florida,2026,57.54,2,15.983,7,28.698,9,26.032,12,58.1,11,10.334,12,33.425,11,28.719,1,118.634,4,128.141,12,71.6961,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,North Texas,2026,44.59,12,17.178,8,34.111,5,33.955,11,50.333,9,22.629,1,32.862,7,49.667,13,99.4343,12,102.077,2,67.2694,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northeastern,2026,55.751,1,13.562,1,26.453,12,26.837,13,59.845,13,16.529,7,34.628,11,42.142,12,114.29,3,123.472,13,70.785,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northern Arizona,2026,54.049,3,15.226,4,24.917,9,33.522,8,59.806,10,16.01,6,34.884,10,27.385,2,110.503,7,125.571,10,63.7088,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northern Colorado,2026,53.035,5,15.917,7,30.791,5,24.76,10,52.972,6,13.501,10,24.699,2,44.056,9,111.133,5,113.975,7,69.4756,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northern Illinois,2026,48.727,12,22.44,13,33.238,4,38.364,5,51.529,5,17.952,5,29.217,6,41.367,11,98.4455,13,106.987,2,69.0738,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northern Iowa,2026,50.313,5,16.301,5,22.423,10,24.765,11,47.984,1,14.831,9,24.0,2,28.992,1,100.209,9,99.8079,2,62.3698,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northern Kentucky,2026,53.491,6,15.637,5,30.968,7,36.035,5,53.562,7,17.871,3,33.187,7,36.132,6,114.138,6,109.883,2,71.5952,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northwestern,2026,49.533,14,13.161,4,27.926,14,31.415,12,54.153,14,13.846,14,31.921,13,38.658,16,108.849,12,116.8,14,65.5985,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Northwestern St.,2026,50.554,7,18.515,6,26.579,12,40.506,5,54.954,11,16.751,9,31.551,4,37.652,5,104.413,9,112.726,11,66.1635,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Notre Dame,2026,48.365,14,16.091,7,30.931,10,35.769,7,52.457,12,11.446,18,27.273,4,35.539,9,104.508,15,115.954,16,65.2386,16,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Oakland,2026,53.177,7,14.128,2,35.371,4,46.125,1,51.503,1,15.315,8,33.267,8,20.694,1,119.604,2,110.437,3,71.325,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Ohio,2026,51.012,7,16.934,8,28.084,9,39.408,4,51.831,6,18.589,3,32.884,10,43.79,12,106.443,9,109.116,5,71.4,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Ohio St.,2026,54.096,8,14.831,9,33.333,5,31.839,11,51.57,9,14.695,13,33.333,15,37.363,14,116.607,7,115.654,13,66.1044,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Oklahoma,2026,49.637,13,15.972,11,31.231,10,33.757,12,53.17,13,13.6,13,33.333,10,37.5,8,108.486,12,116.868,14,69.3281,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Oklahoma St.,2026,51.027,10,15.99,9,28.328,11,33.265,9,54.97,13,16.685,4,32.509,9,29.622,7,107.411,10,114.536,13,71.9203,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Old Dominion,2026,49.179,8,14.141,3,24.122,13,34.478,8,50.155,8,15.16,10,27.848,6,42.236,12,104.973,11,108.158,10,69.8782,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Oral Roberts,2026,48.077,9,16.792,8,27.108,6,34.038,5,54.655,6,12.917,8,32.459,8,40.223,8,99.9455,9,119.644,8,67.1497,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Oregon,2026,46.854,16,18.258,17,31.234,8,33.775,8,53.509,13,14.861,12,36.288,18,33.971,10,100.349,18,118.607,15,63.4845,18,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Oregon St.,2026,47.531,9,17.662,8,24.079,10,46.032,1,53.195,10,15.76,8,32.329,7,37.7,11,100.402,9,114.532,11,66.0866,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Pacific,2026,53.404,5,20.336,12,38.056,1,32.253,7,50.419,6,16.076,7,23.481,2,36.683,9,111.436,5,105.665,5,65.4194,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Penn,2026,50.868,7,14.949,5,31.513,3,38.462,1,54.68,6,17.687,1,28.761,3,27.094,2,109.909,7,109.278,2,67.8482,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Penn St.,2026,51.022,12,15.443,10,25.806,16,29.717,13,62.128,18,15.309,9,31.875,12,30.829,7,107.161,13,127.17,18,67.6977,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Pepperdine,2026,44.849,11,18.988,10,26.099,9,34.991,4,56.359,12,16.686,6,35.952,12,23.688,1,93.5016,11,118.1,12,68.625,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Pittsburgh,2026,47.989,16,15.519,4,34.783,3,28.519,16,56.535,18,16.7,7,27.652,5,36.929,12,105.09,13,115.211,14,64.9812,17,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Portland,2026,47.48,10,16.571,6,30.052,7,36.22,3,53.349,11,16.838,5,34.332,9,39.394,12,103.169,8,113.994,9,67.2842,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Portland St.,2026,52.326,7,18.121,9,31.208,3,37.403,5,46.443,1,17.168,2,23.885,1,44.715,10,108.093,10,97.9196,1,67.946,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Prairie View A&M,2026,48.173,11,16.772,1,26.462,11,46.731,6,51.107,8,20.247,5,35.423,11,38.93,3,103.048,9,106.07,6,73.5361,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Presbyterian,2026,55.967,1,18.047,7,30.545,4,47.737,2,51.756,4,13.735,9,28.882,3,36.229,2,112.433,4,111.954,8,67.7417,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Princeton,2026,51.55,6,12.955,1,30.045,4,34.625,3,49.068,2,13.849,6,35.714,8,25.874,1,113.919,4,112.132,5,62.881,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Providence,2026,53.483,4,16.118,7,33.073,6,39.913,2,53.976,9,11.634,11,32.874,7,36.792,7,114.767,3,120.221,11,71.7956,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Purdue,2026,57.972,1,12.221,1,31.268,7,29.257,15,54.62,15,16.388,5,24.179,2,27.558,3,123.047,2,108.465,5,65.4591,13,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Purdue Fort Wayne,2026,53.797,5,12.976,1,21.394,11,30.52,9,52.257,4,18.984,2,36.19,9,27.223,2,110.056,9,110.657,4,69.3583,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Queens,2026,56.639,4,13.733,4,33.133,2,34.262,5,52.822,6,15.323,6,27.844,4,40.564,11,122.152,2,110.876,6,69.1762,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Quinnipiac,2026,50.366,4,15.091,3,33.909,4,30.0,8,48.906,7,17.278,5,29.694,4,30.373,7,109.024,4,102.573,7,69.6599,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Radford,2026,53.817,3,16.427,4,28.391,7,45.038,4,53.605,8,18.116,3,30.915,6,40.987,7,113.15,3,109.311,6,70.5417,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Rhode Island,2026,49.69,11,18.886,13,29.276,9,38.636,6,54.846,13,20.928,2,26.8,1,50.591,14,103.618,11,104.639,4,64.3796,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Rice,2026,50.484,6,17.592,9,37.16,2,34.69,10,53.232,12,15.522,8,36.364,11,43.636,12,111.243,5,120.211,12,64.4236,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Richmond,2026,51.054,9,13.385,2,26.036,13,32.162,7,54.153,10,15.363,9,35.277,14,26.91,2,109.364,6,117.426,13,65.7438,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Rider,2026,47.636,10,16.557,6,34.884,3,31.662,5,53.862,12,13.092,13,32.854,10,29.354,6,104.99,7,117.183,13,64.9271,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Robert Morris,2026,54.278,4,18.621,10,38.202,1,31.29,8,55.182,10,16.072,6,25.622,1,44.538,10,113.72,7,114.496,8,67.4344,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Rutgers,2026,46.519,18,13.385,6,29.612,11,29.333,14,56.854,16,16.062,6,36.232,17,36.137,12,104.4,15,122.469,16,65.7355,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Sacramento St.,2026,49.818,9,13.533,1,25.0,8,41.166,2,56.703,9,16.878,4,31.894,8,32.79,3,109.935,9,116.473,8,72.084,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Sacred Heart,2026,54.138,2,17.885,10,28.538,8,35.448,4,54.381,13,13.1,12,27.231,1,27.835,4,112.321,2,113.916,11,67.526,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Saint Francis,2026,51.222,4,15.247,3,25.818,8,37.111,3,53.515,9,19.472,2,33.206,8,41.723,10,106.547,6,110.588,7,68.0453,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Saint Joseph's,2026,52.358,5,16.902,8,29.47,8,30.0,9,49.739,3,15.293,10,31.378,10,21.603,1,108.176,8,105.922,5,68.0304,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Saint Louis,2026,63.585,1,15.886,6,27.562,11,31.132,8,41.818,1,15.257,11,29.189,7,38.727,12,122.999,1,97.2042,1,70.6417,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Saint Mary's,2026,53.77,4,15.852,3,34.416,4,36.266,2,47.968,2,14.313,11,24.069,3,27.739,4,117.889,2,100.96,4,64.9762,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Saint Peter's,2026,46.254,12,17.274,9,40.225,1,39.193,2,43.908,2,19.961,3,31.785,8,41.93,13,107.864,6,96.6044,2,65.1281,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Sam Houston St.,2026,53.806,2,16.985,6,34.097,4,32.239,10,50.537,7,16.854,6,29.557,2,32.669,4,112.884,2,105.437,2,69.5807,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Samford,2026,53.717,5,10.776,1,25.287,8,45.487,1,52.807,5,11.375,10,24.625,1,37.368,7,117.194,4,115.098,6,66.8125,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,San Diego,2026,51.524,6,16.633,7,26.933,8,26.851,12,53.06,9,19.736,4,34.872,11,36.269,8,105.132,7,109.601,7,71.6037,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,San Diego St.,2026,54.474,3,17.35,6,27.809,8,35.479,7,46.032,2,21.403,1,27.25,3,35.714,4,109.294,5,95.1099,1,69.4037,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,San Francisco,2026,50.535,7,16.171,5,32.338,6,34.404,5,50.38,4,13.255,12,22.895,1,27.204,2,108.291,6,106.7,6,67.1305,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,San Jose St.,2026,46.606,12,16.72,5,27.586,10,32.45,10,59.863,12,16.72,8,33.91,11,38.765,8,99.7576,10,123.784,12,64.7023,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Santa Clara,2026,58.865,1,16.147,4,35.537,2,27.092,11,50.403,5,22.328,1,30.607,6,37.258,10,123.372,1,99.0255,2,72.0659,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Seattle,2026,43.919,12,15.687,2,22.449,12,28.041,10,48.488,3,21.642,2,34.604,10,34.875,7,92.5233,12,99.2048,3,68.0054,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Seton Hall,2026,43.409,11,17.435,9,39.858,1,37.576,4,47.478,2,20.023,1,30.645,5,45.217,11,101.342,11,100.116,2,66.7409,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Siena,2026,55.531,1,14.309,1,33.516,5,27.286,11,48.458,6,15.899,10,28.058,3,22.761,1,118.847,1,102.418,5,62.8958,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,SIUE,2026,49.304,7,19.038,7,30.789,8,34.003,8,44.109,2,17.752,7,32.644,7,37.613,8,101.751,7,97.3774,2,64.1218,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,SMU,2026,55.591,3,17.508,17,31.66,7,29.747,14,53.807,13,14.981,12,31.707,12,32.099,6,114.613,4,114.433,12,69.2547,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,South Alabama,2026,51.512,4,13.027,1,24.251,12,38.256,5,48.023,4,18.801,1,31.218,9,23.888,1,106.44,8,102.295,2,64.8868,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
