datathrough,confonly,teamname,season,efg_pct,rankefg_pct,to_pct,rankto_pct,or_pct,rankor_pct,ft_rate,rankft_rate,defg_pct,rankdefg_pct,dto_pct,rankdto_pct,dor_pct,rankdor_pct,dft_rate,rankdft_rate,oe,rankoe,de,rankde,tempo,ranktempo,adjoe,rankadjoe,adjde,rankadjde,adjtempo,rankadjtempo,source_name,endpoint,processed_at_utc,processed_at_local
"Sunday, February 1",true,South Carolina,2026,47.749,15,14.045,7,25.532,16,34.146,11,55.24,16,13.725,12,33.333,10,30.551,2,103.579,16,121.294,16,68.696,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,South Carolina St.,2026,54.637,2,23.076,7,32.653,4,49.597,3,45.136,1,17.818,7,32.692,4,65.759,8,102.527,7,103.403,4,68.47,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,South Dakota,2026,54.142,5,16.093,7,24.221,9,41.026,2,56.514,7,14.218,6,29.866,6,26.408,2,111.714,6,116.558,6,70.1994,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,South Dakota St.,2026,55.714,3,15.752,5,33.818,3,29.796,7,50.0,1,13.217,7,27.181,3,30.738,4,117.328,5,108.999,4,68.0689,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,South Florida,2026,51.817,4,16.695,7,36.538,3,44.464,2,47.194,2,14.498,12,30.0,2,39.966,10,115.106,3,105.44,5,72.7752,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Southeast Missouri,2026,52.327,2,17.072,4,30.133,9,41.892,1,47.709,4,18.645,5,27.72,1,48.341,11,106.667,5,100.129,4,68.8281,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Southeastern Louisiana,2026,46.199,12,19.301,8,29.581,8,45.906,3,51.067,8,19.416,4,33.178,7,40.541,9,98.5828,11,107.597,7,65.9585,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Southern,2026,48.242,10,17.081,3,32.313,5,50.33,1,52.0,10,22.54,1,27.165,3,42.588,7,106.185,6,101.607,3,70.9844,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Southern Illinois,2026,47.567,10,17.566,8,27.737,7,36.264,5,48.551,3,18.737,2,29.049,7,39.775,11,97.9799,10,100.843,3,69.0665,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Southern Indiana,2026,43.287,10,19.381,8,32.797,5,33.706,9,47.106,3,17.431,8,31.264,2,35.745,5,95.0756,10,100.073,3,67.1112,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Southern Miss,2026,48.083,11,17.777,11,25.0,11,46.472,1,49.704,7,17.54,7,26.859,4,40.68,9,101.449,13,103.227,3,69.6023,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Southern Utah,2026,53.004,3,20.771,7,29.674,6,39.753,5,49.849,4,15.232,7,36.658,7,30.317,1,105.93,3,110.5,6,71.2106,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,St. Bonaventure,2026,52.206,6,14.026,3,29.87,6,28.309,10,58.748,14,17.614,5,29.323,8,34.394,9,111.39,5,118.729,14,68.1292,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,St. John's,2026,52.76,5,13.113,1,37.466,3,37.697,3,50.615,6,18.529,2,28.571,1,37.61,9,120.014,1,103.907,3,70.1588,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,St. Thomas,2026,61.417,1,15.431,4,26.978,7,42.126,1,51.107,3,16.69,3,29.231,5,32.841,5,121.556,2,107.857,3,70.5667,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Stanford,2026,46.975,17,15.964,6,31.138,9,28.733,15,51.603,9,15.455,10,37.075,17,44.489,18,102.747,16,114.805,13,65.425,15,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Stephen F. Austin,2026,51.816,4,14.426,1,35.054,4,33.593,9,45.57,1,16.654,10,28.541,1,28.054,1,114.232,2,96.288,1,65.5885,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Stetson,2026,53.954,7,17.915,12,28.614,10,37.434,4,52.431,5,14.503,9,30.141,7,32.577,7,109.196,10,112.892,7,69.4372,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Stonehill,2026,47.834,9,19.81,10,29.794,4,31.227,7,46.259,2,13.657,10,22.409,1,23.81,2,97.248,10,96.6477,1,65.0419,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Stony Brook,2026,52.872,5,16.134,8,30.084,9,27.703,12,51.692,8,15.685,9,31.933,7,30.964,5,110.694,8,110.993,9,65.213,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Syracuse,2026,54.676,6,17.326,16,27.333,14,33.588,12,51.974,11,16.066,8,29.677,9,36.466,11,109.785,9,109.628,9,69.5958,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Tarleton St.,2026,45.677,7,18.076,2,31.138,4,45.677,2,58.983,7,23.897,2,33.071,4,50.216,7,102.48,6,109.373,5,70.4957,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,TCU,2026,49.634,13,15.93,8,30.294,9,38.095,2,52.813,10,16.549,5,33.856,13,37.568,14,106.254,12,113.214,11,70.7761,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Temple,2026,47.826,9,15.298,2,33.651,6,41.304,4,47.727,4,18.155,4,33.333,8,35.968,6,108.765,6,103.89,4,65.3793,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Tennessee,2026,50.641,11,19.907,16,43.144,1,49.786,2,50.616,8,14.974,8,30.769,3,40.041,11,111.689,9,112.217,6,67.9184,13,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Tennessee Martin,2026,50.92,5,20.805,11,40.111,1,40.468,2,43.178,1,18.308,6,31.702,3,35.152,4,108.462,4,93.899,1,65.5443,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Tennessee St.,2026,53.618,1,14.854,1,31.139,7,32.127,10,51.318,9,18.916,3,32.051,4,37.829,9,114.514,1,107.786,8,70.8215,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Tennessee Tech,2026,46.117,8,20.062,10,35.038,3,35.922,6,52.304,10,15.149,11,33.422,8,30.722,1,100.72,8,112.593,10,66.6114,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Texas,2026,55.911,2,16.425,12,35.764,4,40.698,5,52.087,11,13.01,14,32.087,6,44.782,15,120.177,2,117.25,15,67.3082,16,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Texas A&M,2026,53.445,4,14.2,9,31.0,12,33.661,13,47.4,1,18.356,1,35.463,14,34.4,4,117.064,5,105.115,2,70.1059,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Texas A&M Corpus Chris,2026,50.0,8,19.526,9,34.499,6,47.4,1,49.172,4,21.301,3,30.549,3,42.018,10,104.376,10,100.234,3,65.0019,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Texas Southern,2026,53.551,2,17.232,4,30.796,8,40.883,8,51.758,9,15.822,12,27.303,4,42.578,6,111.849,1,106.679,8,70.9292,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Texas St.,2026,47.963,12,16.876,10,31.765,4,33.427,10,52.663,13,17.834,6,27.638,5,38.905,8,103.652,12,108.081,9,68.9117,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Texas Tech,2026,58.234,1,15.694,7,33.212,6,23.016,15,50.306,5,12.447,16,27.586,4,32.041,9,121.587,2,110.402,7,69.2922,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,The Citadel,2026,50.894,8,17.848,10,29.661,6,34.347,5,54.195,7,15.148,5,30.612,6,32.192,4,106.187,9,114.736,5,63.606,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Toledo,2026,53.356,4,15.866,4,31.454,5,36.409,9,53.974,8,18.439,4,35.38,13,28.974,1,114.923,4,110.921,10,69.96,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Towson,2026,45.712,12,15.4,4,34.856,2,33.997,6,50.17,6,16.788,5,26.171,2,36.905,9,104.611,10,103.502,4,65.5239,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Troy,2026,52.537,3,14.817,4,34.5,2,31.194,12,50.551,9,18.185,3,31.202,8,31.654,5,115.44,1,105.203,5,66.0066,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Tulane,2026,51.6,5,15.994,5,21.683,13,40.4,5,48.752,5,18.553,3,37.304,12,41.843,11,107.157,8,106.517,6,69.4722,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Tulsa,2026,59.658,1,16.116,6,33.588,7,44.266,3,49.54,6,14.976,11,30.205,3,32.169,1,125.669,1,107.437,7,68.2569,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UAB,2026,46.622,11,11.725,1,28.997,12,39.02,6,50.939,10,15.584,7,30.398,4,32.253,2,106.865,9,108.794,8,71.6806,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UC Davis,2026,51.896,4,17.373,4,27.089,9,44.55,1,53.662,8,18.248,4,26.72,2,42.994,8,107.862,4,107.362,7,72.7364,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UC Irvine,2026,51.258,6,18.066,8,32.955,2,36.913,6,42.691,1,15.545,11,28.941,6,27.372,1,107.135,5,95.0914,1,70.4617,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UC Riverside,2026,46.225,11,17.878,7,31.401,3,36.518,7,53.349,7,18.27,3,33.78,9,41.308,7,100.352,11,110.923,9,69.6636,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UC San Diego,2026,48.696,9,16.733,2,27.34,8,31.135,11,48.255,3,15.556,10,28.162,5,33.384,4,102.097,9,103.534,3,69.542,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UC Santa Barbara,2026,58.891,1,18.437,9,31.045,5,38.336,5,52.636,6,18.174,5,25.348,1,44.048,9,119.316,1,106.542,6,68.2849,11,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UCF,2026,52.946,5,15.603,6,30.892,8,28.214,10,55.671,14,14.979,9,24.653,1,35.728,12,110.467,8,112.34,9,71.2125,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UCLA,2026,51.043,11,13.474,7,30.641,10,36.597,4,49.035,3,16.808,4,34.332,16,35.37,11,112.655,9,108.904,6,63.8345,17,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UMass Lowell,2026,49.579,6,17.427,8,34.05,1,29.684,8,50.424,5,13.391,8,21.014,1,27.331,2,105.114,6,105.297,6,68.1406,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UMBC,2026,52.57,1,11.281,1,18.107,8,39.486,1,50.534,7,15.87,3,28.521,6,23.718,1,111.855,2,102.103,2,64.4222,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UNC Asheville,2026,50.097,6,14.257,2,33.019,3,44.639,5,52.282,6,17.407,4,28.814,2,44.398,8,111.901,5,107.591,4,67.0236,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UNC Greensboro,2026,50.845,9,13.852,4,31.367,4,40.709,2,57.908,10,11.811,9,27.273,3,31.96,3,111.692,7,122.191,10,67.0664,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UNC Wilmington,2026,50.0,10,14.22,2,30.65,7,48.692,1,49.225,5,13.551,10,23.81,1,30.814,4,111.755,6,103.223,3,66.4153,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UNLV,2026,52.813,4,17.965,7,29.483,6,41.198,4,53.364,7,17.381,5,30.275,8,43.818,11,107.792,6,111.298,8,67.5757,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,USC,2026,48.172,15,18.077,16,32.895,6,41.494,2,49.323,4,14.956,11,31.486,11,36.692,13,102.479,16,109.112,7,69.2408,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,USC Upstate,2026,46.817,8,18.02,6,29.073,6,29.979,8,52.66,7,16.058,6,31.786,8,37.447,3,98.1311,8,109.372,7,68.9569,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UT Arlington,2026,47.59,6,19.957,6,36.877,1,46.185,1,47.49,2,17.542,5,28.125,2,44.578,6,104.933,5,99.6218,1,68.0755,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UT Rio Grande Valley,2026,54.103,1,17.822,4,27.338,11,29.346,11,48.495,2,17.822,5,32.609,6,38.577,7,108.438,4,105.545,4,66.4683,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Utah,2026,51.198,9,13.727,4,27.682,13,27.944,12,56.92,16,13.548,14,35.971,14,28.07,4,109.814,9,123.184,16,70.1188,8,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Utah St.,2026,57.895,1,15.167,3,37.119,1,36.687,6,47.761,4,20.584,2,31.948,10,37.811,7,123.369,1,101.566,5,67.1307,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Utah Tech,2026,53.565,2,18.04,1,30.422,5,29.913,7,47.731,3,17.894,4,35.376,6,36.807,2,107.803,2,105.621,4,68.7363,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Utah Valley,2026,54.253,1,19.893,5,34.437,3,40.076,4,50.998,5,21.883,3,30.976,3,41.717,4,110.637,1,103.292,3,71.6719,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UTEP,2026,47.951,10,17.047,7,28.158,10,31.475,11,51.616,11,17.466,5,33.148,11,43.367,10,101.864,11,110.387,10,64.3371,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,UTSA,2026,43.271,13,18.587,11,29.429,11,28.411,13,58.12,13,15.489,9,39.159,13,33.212,3,94.2404,13,124.404,13,68.1472,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Valparaiso,2026,46.967,11,15.422,4,29.744,4,43.77,1,51.242,5,16.514,7,27.851,5,38.907,8,104.951,7,105.77,5,65.8925,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Vanderbilt,2026,51.93,5,11.832,1,26.183,15,38.603,7,50.094,5,16.722,4,31.546,5,37.218,7,114.845,7,107.903,3,70.4333,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,VCU,2026,53.839,4,13.045,1,29.932,5,45.669,2,54.563,12,16.632,6,27.972,4,32.427,7,118.709,2,110.719,10,68.1403,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Vermont,2026,52.149,2,13.159,3,25.66,6,30.995,7,46.065,1,13.748,7,21.942,2,34.722,5,109.003,3,100.361,1,63.6453,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Villanova,2026,53.72,3,15.378,4,30.149,7,32.18,6,49.914,5,17.489,5,35.362,10,29.281,3,113.827,4,106.289,4,65.6126,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Virginia,2026,51.418,10,16.45,12,37.538,2,32.624,13,45.58,1,13.603,15,28.045,7,40.331,16,113.728,7,103.921,4,65.6009,14,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Virginia Tech,2026,48.81,13,16.279,10,32.133,6,42.177,2,50.237,6,17.553,5,34.444,16,24.606,2,107.58,10,107.439,7,68.0323,10,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,VMI,2026,47.387,10,15.69,8,24.869,9,29.094,10,55.299,9,15.84,3,38.663,10,38.291,8,99.5682,10,121.594,9,66.2862,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Wagner,2026,50.101,7,17.044,6,33.555,2,31.048,8,52.559,7,14.203,8,26.408,4,39.659,9,108.123,3,112.383,9,61.7367,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Wake Forest,2026,52.142,9,15.635,5,24.026,17,26.071,18,54.682,15,18.32,4,37.415,18,38.577,15,105.816,12,117.029,18,69.4645,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Washington,2026,50.964,13,15.745,11,34.133,4,23.739,17,52.241,11,12.596,16,30.645,8,32.148,8,111.309,11,114.321,12,66.4,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Washington St.,2026,57.019,2,19.188,11,33.425,5,32.492,6,52.462,8,14.424,10,28.496,5,33.846,6,114.997,4,111.159,8,68.6977,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Weber St.,2026,52.064,8,14.887,3,31.464,2,45.779,1,55.028,8,17.834,1,28.667,5,35.863,5,113.362,2,111.501,6,70.6071,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,West Georgia,2026,51.421,10,15.809,6,32.378,3,32.441,8,58.094,10,14.346,10,25.168,2,38.669,9,110.08,8,117.692,8,68.3138,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,West Virginia,2026,50.849,12,19.416,16,26.736,15,27.601,13,51.949,9,14.121,12,28.383,5,24.756,2,100.082,14,109.613,6,62.9486,16,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Western Carolina,2026,51.092,7,15.075,6,38.56,2,29.485,9,53.866,6,12.562,8,28.824,4,42.355,9,116.756,5,117.791,8,66.0926,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Western Illinois,2026,42.75,11,16.916,3,27.376,11,40.06,3,52.882,11,16.18,9,34.704,10,38.617,10,92.0569,11,112.65,11,67.9833,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Western Kentucky,2026,43.453,12,15.012,3,35.106,3,34.245,8,50.413,5,17.537,4,31.0,5,47.03,12,103.625,9,106.282,4,68.4284,4,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Western Michigan,2026,50.466,9,16.466,5,34.451,3,33.209,11,54.537,11,13.996,13,34.579,12,36.296,7,110.649,5,120.529,13,67.4806,12,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Wichita St.,2026,49.042,8,15.671,4,39.385,1,35.366,9,49.638,7,15.038,10,32.036,5,35.805,5,111.439,4,109.064,9,67.5852,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,William & Mary,2026,53.589,3,15.201,3,26.271,13,36.06,5,53.151,9,18.408,2,31.742,6,33.002,6,111.845,5,109.335,7,71.7063,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Winthrop,2026,48.881,7,14.566,3,36.888,1,48.321,1,48.259,2,16.647,5,27.356,1,39.265,5,114.13,2,103.405,2,69.4139,5,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Wisconsin,2026,53.177,9,12.351,2,27.968,13,35.25,6,51.56,8,12.22,17,28.609,5,32.987,9,117.073,6,113.394,10,69.1875,3,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Wofford,2026,56.096,2,12.742,3,30.029,5,33.608,6,54.514,8,15.378,4,31.437,8,37.153,6,121.563,2,116.583,7,68.2775,2,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Wright St.,2026,56.866,2,16.016,6,33.516,6,44.925,2,51.778,2,16.258,5,30.976,6,34.566,4,120.844,1,109.803,1,68.6833,7,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Wyoming,2026,48.196,9,18.863,9,33.242,2,42.612,3,54.237,8,15.37,12,27.616,4,40.169,10,105.493,7,112.479,9,65.0625,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Xavier,2026,52.003,6,15.781,6,24.75,11,21.888,11,54.971,10,15.405,7,30.67,6,33.918,6,105.706,8,113.973,9,72.5852,1,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Yale,2026,55.609,2,13.952,2,32.589,2,25.776,8,48.087,1,16.351,3,27.273,1,29.592,3,119.468,2,101.591,1,65.5286,6,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
"Sunday, February 1",true,Youngstown St.,2026,52.391,8,19.149,11,36.73,2,33.474,7,53.101,5,17.21,4,30.829,4,44.327,9,111.621,8,111.621,5,68.137,9,,,,,,,kenpom_api,four-factors,2026-02-02 03:42:04 UTC,2026-02-01 21:42:04 Central Standard Time
